00:24:32:680 CMD DBGM     - ---- Debug Monitor List of the 5900 registered Modules ----------
00:24:32:680 CMD DBGM     -  # Symbol   Release - Module Name                      Filter Ta
00:24:32:683 CMD DBGM     - 259 bu10092  0.00.00 - UpperCnvr.bu10092                000000 off
00:24:32:683 CMD DBGM     - 260 bu10093  0.00.00 - UpperCnvr.bu10093                000000 off
00:24:32:683 CMD DBGM     - 261 pl1031   0.00.00 - UpperCnvr.pl1031                 000000 off
00:24:32:683 CMD DBGM     - 262 bm1031   0.00.00 - UpperCnvr.bm1031                 000000 off
00:24:32:683 CMD DBGM     - 263 bu10094  0.00.00 - UpperCnvr.bu10094                000000 off
00:24:32:683 CMD DBGM     - 264 bu10095  0.00.00 - UpperCnvr.bu10095                000000 off
00:24:32:683 CMD DBGM     - 265 bu10096  0.00.00 - UpperCnvr.bu10096                000000 off
00:24:32:683 CMD DBGM     - 266 pl1032   0.00.00 - UpperCnvr.pl1032                 000000 off
00:24:32:683 CMD DBGM     - 267 bm1032   0.00.00 - UpperCnvr.bm1032                 000000 off
00:24:32:683 CMD DBGM     - 268 bu10097  0.00.00 - UpperCnvr.bu10097                000000 off
00:24:32:683 CMD DBGM     - 269 bu10098  0.00.00 - UpperCnvr.bu10098                000000 off
00:24:32:683 CMD DBGM     - 270 bu10099  0.00.00 - UpperCnvr.bu10099                000000 off
00:24:32:683 CMD DBGM     - 271 pl1033   0.00.00 - UpperCnvr.pl1033                 000000 off
00:24:32:683 CMD DBGM     - 272 bm1033   0.00.00 - UpperCnvr.bm1033                 000000 off
00:24:32:683 CMD DBGM     - 273 bu10100  0.00.00 - UpperCnvr.bu10100                000000 off
00:24:32:683 CMD DBGM     - 274 bu10101  0.00.00 - UpperCnvr.bu10101                000000 off
00:24:32:683 CMD DBGM     - 275 bu10102  0.00.00 - UpperCnvr.bu10102                000000 off
00:24:32:683 CMD DBGM     - 276 pl1034   0.00.00 - UpperCnvr.pl1034                 000000 off
00:24:32:683 CMD DBGM     - 277 bm1034   0.00.00 - UpperCnvr.bm1034                 000000 off
00:24:32:683 CMD DBGM     - 278 bu10103  0.00.00 - UpperCnvr.bu10103                000000 off
00:24:32:683 CMD DBGM     - 279 bu10104  0.00.00 - UpperCnvr.bu10104                000000 off
00:24:32:683 CMD DBGM     - 280 bu10105  0.00.00 - UpperCnvr.bu10105                000000 off
00:24:32:683 CMD DBGM     - 281 pl1035   0.00.00 - UpperCnvr.pl1035                 000000 off
00:24:32:683 CMD DBGM     - 282 bm1035   0.00.00 - UpperCnvr.bm1035                 000000 off
00:24:32:683 CMD DBGM     - 283 bu10106  0.00.00 - UpperCnvr.bu10106                000000 off
00:24:32:683 CMD DBGM     - 284 bu10107  0.00.00 - UpperCnvr.bu10107                000000 off
00:24:32:683 CMD DBGM     - 285 bu10108  0.00.00 - UpperCnvr.bu10108                000000 off
00:24:32:683 CMD DBGM     - 286 pl1036   0.00.00 - UpperCnvr.pl1036                 000000 off
00:24:32:683 CMD DBGM     - 287 bm1036   0.00.00 - UpperCnvr.bm1036                 000000 off
00:24:32:683 CMD DBGM     - 288 bu10109  0.00.00 - UpperCnvr.bu10109                000000 off
00:24:32:683 CMD DBGM     - 289 bu10110  0.00.00 - UpperCnvr.bu10110                000000 off
00:24:32:683 CMD DBGM     - 290 bu10111  0.00.00 - UpperCnvr.bu10111                000000 off
00:24:32:683 CMD DBGM     - 291 pl1037   0.00.00 - UpperCnvr.pl1037                 000000 off
00:24:32:683 CMD DBGM     - 292 bm1037   0.00.00 - UpperCnvr.bm1037                 000000 off
00:24:32:683 CMD DBGM     - 293 bu10112  0.00.00 - UpperCnvr.bu10112                000000 off
00:24:32:683 CMD DBGM     - 294 bu10113  0.00.00 - UpperCnvr.bu10113                000000 off
00:24:32:683 CMD DBGM     - 295 bu10114  0.00.00 - UpperCnvr.bu10114                000000 off
00:24:32:683 CMD DBGM     - 296 pl1038   0.00.00 - UpperCnvr.pl1038                 000000 off
00:24:32:683 CMD DBGM     - 297 bm1038   0.00.00 - UpperCnvr.bm1038                 000000 off
00:24:32:683 CMD DBGM     - 298 bu10115  0.00.00 - UpperCnvr.bu10115                000000 off
00:24:32:683 CMD DBGM     - 299 bu10116  0.00.00 - UpperCnvr.bu10116                000000 off
00:24:32:683 CMD DBGM     - 300 bu10117  0.00.00 - UpperCnvr.bu10117                000000 off
00:24:32:683 CMD DBGM     - 301 pl1039   0.00.00 - UpperCnvr.pl1039                 000000 off
00:24:32:683 CMD DBGM     - 302 bm1039   0.00.00 - UpperCnvr.bm1039                 000000 off
00:24:32:683 CMD DBGM     - 303 bu10118  0.00.00 - UpperCnvr.bu10118                000000 off
00:24:32:683 CMD DBGM     - 304 bu10119  0.00.00 - UpperCnvr.bu10119                000000 off
00:24:32:683 CMD DBGM     - 305 bu10120  0.00.00 - UpperCnvr.bu10120                000000 off
00:24:32:683 CMD DBGM     - 306 pl1040   0.00.00 - UpperCnvr.pl1040                 000000 off
00:24:32:683 CMD DBGM     - 307 bm1040   0.00.00 - UpperCnvr.bm1040                 000000 off
00:24:32:683 CMD DBGM     - 308 bu10121  0.00.00 - UpperCnvr.bu10121                000000 off
00:24:32:683 CMD DBGM     - 309 bu10122  0.00.00 - UpperCnvr.bu10122                000000 off
00:24:32:683 CMD DBGM     - 310 bu10123  0.00.00 - UpperCnvr.bu10123                000000 off
00:24:32:683 CMD DBGM     - 311 pl1041   0.00.00 - UpperCnvr.pl1041                 000000 off
00:24:32:683 CMD DBGM     - 312 bm1041   0.00.00 - UpperCnvr.bm1041                 000000 off
00:24:32:683 CMD DBGM     - 313 bu10124  0.00.00 - UpperCnvr.bu10124                000000 off
00:24:32:683 CMD DBGM     - 314 bu10125  0.00.00 - UpperCnvr.bu10125                000000 off
00:24:32:683 CMD DBGM     - 315 bu10126  0.00.00 - UpperCnvr.bu10126                000000 off
00:24:32:683 CMD DBGM     - 316 pl1042   0.00.00 - UpperCnvr.pl1042                 000000 off
00:24:32:683 CMD DBGM     - 317 bm1042   0.00.00 - UpperCnvr.bm1042                 000000 off
00:24:32:683 CMD DBGM     - 318 bu10127  0.00.00 - UpperCnvr.bu10127                000000 off
00:24:32:683 CMD DBGM     - 319 bu10128  0.00.00 - UpperCnvr.bu10128                000000 off
00:24:32:683 CMD DBGM     - 320 bu10129  0.00.00 - UpperCnvr.bu10129                000000 off
00:24:32:683 CMD DBGM     - 321 pl1043   0.00.00 - UpperCnvr.pl1043                 000000 off
00:24:32:684 CMD DBGM     - 322 bm1043   0.00.00 - UpperCnvr.bm1043                 000000 off
00:24:32:684 CMD DBGM     - 323 bu10130  0.00.00 - UpperCnvr.bu10130                000000 off
00:24:32:684 CMD DBGM     - 324 bu10131  0.00.00 - UpperCnvr.bu10131                000000 off
00:24:32:684 CMD DBGM     - 325 bu10132  0.00.00 - UpperCnvr.bu10132                000000 off
00:24:32:684 CMD DBGM     - 326 pl1044   0.00.00 - UpperCnvr.pl1044                 000000 off
00:24:32:684 CMD DBGM     - 327 bm1044   0.00.00 - UpperCnvr.bm1044                 000000 off
00:24:32:684 CMD DBGM     - 328 bu10133  0.00.00 - UpperCnvr.bu10133                000000 off
00:24:32:684 CMD DBGM     - 329 bu10134  0.00.00 - UpperCnvr.bu10134                000000 off
00:24:32:684 CMD DBGM     - 330 bu10135  0.00.00 - UpperCnvr.bu10135                000000 off
00:24:32:684 CMD DBGM     - 331 pl1045   0.00.00 - UpperCnvr.pl1045                 000000 off
00:24:32:684 CMD DBGM     - 332 bm1045   0.00.00 - UpperCnvr.bm1045                 000000 off
00:24:32:684 CMD DBGM     - 333 bu10136  0.00.00 - UpperCnvr.bu10136                000000 off
00:24:32:684 CMD DBGM     - 334 bu10137  0.00.00 - UpperCnvr.bu10137                000000 off
00:24:32:684 CMD DBGM     - 335 bu10138  0.00.00 - UpperCnvr.bu10138                000000 off
00:24:32:684 CMD DBGM     - 336 pl1046   0.00.00 - UpperCnvr.pl1046                 000000 off
00:24:32:684 CMD DBGM     - 337 bm1046   0.00.00 - UpperCnvr.bm1046                 000000 off
00:24:32:684 CMD DBGM     - 338 bu10139  0.00.00 - UpperCnvr.bu10139                000000 off
00:24:32:684 CMD DBGM     - 339 bu10140  0.00.00 - UpperCnvr.bu10140                000000 off
00:24:32:684 CMD DBGM     - 340 bu10141  0.00.00 - UpperCnvr.bu10141                000000 off
00:24:32:684 CMD DBGM     - 341 pl1047   0.00.00 - UpperCnvr.pl1047                 000000 off
00:24:32:684 CMD DBGM     - 342 bm1047   0.00.00 - UpperCnvr.bm1047                 000000 off
00:24:32:684 CMD DBGM     - 343 bu10142  0.00.00 - UpperCnvr.bu10142                000000 off
00:24:32:684 CMD DBGM     - 344 bu10143  0.00.00 - UpperCnvr.bu10143                000000 off
00:24:32:684 CMD DBGM     - 345 bu10144  0.00.00 - UpperCnvr.bu10144                000000 off
00:24:32:684 CMD DBGM     - 346 pl1048   0.00.00 - UpperCnvr.pl1048                 000000 off
00:24:32:684 CMD DBGM     - 347 bm1048   0.00.00 - UpperCnvr.bm1048                 000000 off
00:24:32:684 CMD DBGM     - 348 bu10145  0.00.00 - UpperCnvr.bu10145                000000 off
00:24:32:684 CMD DBGM     - 349 bu10146  0.00.00 - UpperCnvr.bu10146                000000 off
00:24:32:684 CMD DBGM     - 350 bu10147  0.00.00 - UpperCnvr.bu10147                000000 off
00:24:32:684 CMD DBGM     - 351 pl1049   0.00.00 - UpperCnvr.pl1049                 000000 off
00:24:32:684 CMD DBGM     - 352 bm1049   0.00.00 - UpperCnvr.bm1049                 000000 off
00:24:32:684 CMD DBGM     - 353 bu10148  0.00.00 - UpperCnvr.bu10148                000000 off
00:24:32:684 CMD DBGM     - 354 bu10149  0.00.00 - UpperCnvr.bu10149                000000 off
00:24:32:684 CMD DBGM     - 355 bu10150  0.00.00 - UpperCnvr.bu10150                000000 off
00:24:32:684 CMD DBGM     - 356 pl1050   0.00.00 - UpperCnvr.pl1050                 000000 off
00:24:32:684 CMD DBGM     - 357 bm1050   0.00.00 - UpperCnvr.bm1050                 000000 off
00:24:32:684 CMD DBGM     - 358 bu10151  0.00.00 - UpperCnvr.bu10151                000000 off
00:24:32:684 CMD DBGM     - 359 bu10152  0.00.00 - UpperCnvr.bu10152                000000 off
00:24:32:684 CMD DBGM     - 360 bu10153  0.00.00 - UpperCnvr.bu10153                000000 off
00:24:32:684 CMD DBGM     - 361 pl1051   0.00.00 - UpperCnvr.pl1051                 000000 off
00:24:32:684 CMD DBGM     - 362 bm1051   0.00.00 - UpperCnvr.bm1051                 000000 off
00:24:32:684 CMD DBGM     - 363 bu10154  0.00.00 - UpperCnvr.bu10154                000000 off
00:24:32:684 CMD DBGM     - 364 bu10155  0.00.00 - UpperCnvr.bu10155                000000 off
00:24:32:684 CMD DBGM     - 365 bu10156  0.00.00 - UpperCnvr.bu10156                000000 off
00:24:32:684 CMD DBGM     - 366 pl1052   0.00.00 - UpperCnvr.pl1052                 000000 off
00:24:32:684 CMD DBGM     - 367 bm1052   0.00.00 - UpperCnvr.bm1052                 000000 off
00:24:32:684 CMD DBGM     - 368 bu10157  0.00.00 - UpperCnvr.bu10157                000000 off
--- ClientDBGM --- st RCP_L14 FFFFFF
00:24:32:684 CMD DBGM     - 369 bu10158  0.00.00 - UpperCnvr.bu10158                000000 off
00:24:32:684 CMD DBGM     - 370 bu10159  0.00.00 - UpperCnvr.bu10159                000000 off
00:24:32:684 CMD DBGM     - 371 pl1053   0.00.00 - UpperCnvr.pl1053                 000000 off
00:24:32:684 CMD DBGM     - 372 bm1053   0.00.00 - UpperCnvr.bm1053                 000000 off
00:24:32:684 CMD DBGM     - 373 bu10160  0.00.00 - UpperCnvr.bu10160                000000 off
00:24:32:684 CMD DBGM     - 374 bu10161  0.00.00 - UpperCnvr.bu10161                000000 off
00:24:32:684 CMD DBGM     - 375 bu10162  0.00.00 - UpperCnvr.bu10162                000000 off
00:24:32:684 CMD DBGM     - 376 pl1054   0.00.00 - UpperCnvr.pl1054                 000000 off
00:24:32:684 CMD DBGM     - 377 bm1054   0.00.00 - UpperCnvr.bm1054                 000000 off
00:24:32:684 CMD DBGM     - 378 bu10163  0.00.00 - UpperCnvr.bu10163                000000 off
00:24:32:684 CMD DBGM     - 379 bu10164  0.00.00 - UpperCnvr.bu10164                000000 off
00:24:32:684 CMD DBGM     - 380 bu10165  0.00.00 - UpperCnvr.bu10165                000000 off
00:24:32:684 CMD DBGM     - 381 pl1055   0.00.00 - UpperCnvr.pl1055                 000000 off
00:24:32:684 CMD DBGM     - 382 bm1055   0.00.00 - UpperCnvr.bm1055                 000000 off
00:24:32:684 CMD DBGM     - 383 bu10166  0.00.00 - UpperCnvr.bu10166                000000 off
00:24:32:684 CMD DBGM     - 384 bu10167  0.00.00 - UpperCnvr.bu10167                000000 off
00:24:32:684 CMD DBGM     - 385 bu10168  0.00.00 - UpperCnvr.bu10168                000000 off
00:24:32:684 CMD DBGM     - 386 pl1056   0.00.00 - UpperCnvr.pl1056                 000000 off
00:24:32:684 CMD DBGM     - 387 bm1056   0.00.00 - UpperCnvr.bm1056                 000000 off
00:24:32:684 CMD DBGM     - 388 bu10169  0.00.00 - UpperCnvr.bu10169                000000 off
00:24:32:684 CMD DBGM     - 389 bu10170  0.00.00 - UpperCnvr.bu10170                000000 off
00:24:32:684 CMD DBGM     - 390 bu10171  0.00.00 - UpperCnvr.bu10171                000000 off
00:24:32:684 CMD DBGM     - 391 pl1057   0.00.00 - UpperCnvr.pl1057                 000000 off
00:24:32:684 CMD DBGM     - 392 bm1057   0.00.00 - UpperCnvr.bm1057                 000000 off
00:24:32:684 CMD DBGM     - 393 bu10172  0.00.00 - UpperCnvr.bu10172                000000 off
00:24:32:684 CMD DBGM     - 394 bu10173  0.00.00 - UpperCnvr.bu10173                000000 off
00:24:32:684 CMD DBGM     - 395 bu10174  0.00.00 - UpperCnvr.bu10174                000000 off
00:24:32:684 CMD DBGM     - 396 pl1058   0.00.00 - UpperCnvr.pl1058                 000000 off
00:24:32:684 CMD DBGM     - 397 bm1058   0.00.00 - UpperCnvr.bm1058                 000000 off
00:24:32:684 CMD DBGM     - 398 bu10175  0.00.00 - UpperCnvr.bu10175                000000 off
00:24:32:684 CMD DBGM     - 399 bu10176  0.00.00 - UpperCnvr.bu10176                000000 off
00:24:32:684 CMD DBGM     - 400 bu10177  0.00.00 - UpperCnvr.bu10177                000000 off
00:24:32:684 CMD DBGM     - 401 pl1059   0.00.00 - UpperCnvr.pl1059                 000000 off
00:24:32:684 CMD DBGM     - 402 bm1059   0.00.00 - UpperCnvr.bm1059                 000000 off
00:24:32:684 CMD DBGM     - 403 bu10178  0.00.00 - UpperCnvr.bu10178                000000 off
00:24:32:684 CMD DBGM     - 404 bu10179  0.00.00 - UpperCnvr.bu10179                000000 off
00:24:32:684 CMD DBGM     - 405 bu10180  0.00.00 - UpperCnvr.bu10180                000000 off
00:24:32:684 CMD DBGM     - 406 pl1060   0.00.00 - UpperCnvr.pl1060                 000000 off
00:24:32:684 CMD DBGM     - 407 bm1060   0.00.00 - UpperCnvr.bm1060                 000000 off
00:24:32:684 CMD DBGM     - 408 bu10181  0.00.00 - UpperCnvr.bu10181                000000 off
00:24:32:684 CMD DBGM     - 409 bu10182  0.00.00 - UpperCnvr.bu10182                000000 off
00:24:32:684 CMD DBGM     - 410 bu10183  0.00.00 - UpperCnvr.bu10183                000000 off
00:24:32:684 CMD DBGM     - 411 pl1061   0.00.00 - UpperCnvr.pl1061                 000000 off
00:24:32:684 CMD DBGM     - 412 bm1061   0.00.00 - UpperCnvr.bm1061                 000000 off
00:24:32:685 CMD DBGM     - 413 bu10184  0.00.00 - UpperCnvr.bu10184                000000 off
00:24:32:685 CMD DBGM     - 414 bu10185  0.00.00 - UpperCnvr.bu10185                000000 off
00:24:32:685 CMD DBGM     - 415 bu10186  0.00.00 - UpperCnvr.bu10186                000000 off
00:24:32:685 CMD DBGM     - 416 pl1062   0.00.00 - UpperCnvr.pl1062                 000000 off
00:24:32:685 CMD DBGM     - 417 bm1062   0.00.00 - UpperCnvr.bm1062                 000000 off
00:24:32:685 CMD DBGM     - 418 bu10187  0.00.00 - UpperCnvr.bu10187                000000 off
00:24:32:685 CMD DBGM     - 419 bu10188  0.00.00 - UpperCnvr.bu10188                000000 off
00:24:32:685 CMD DBGM     - 420 bu10189  0.00.00 - UpperCnvr.bu10189                000000 off
00:24:32:685 CMD DBGM     - 421 pl1063   0.00.00 - UpperCnvr.pl1063                 000000 off
00:24:32:685 CMD DBGM     - 422 bm1063   0.00.00 - UpperCnvr.bm1063                 000000 off
00:24:32:685 CMD DBGM     - 423 bu10190  0.00.00 - UpperCnvr.bu10190                000000 off
00:24:32:685 CMD DBGM     - 424 bu10191  0.00.00 - UpperCnvr.bu10191                000000 off
00:24:32:685 CMD DBGM     - 425 bu10192  0.00.00 - UpperCnvr.bu10192                000000 off
00:24:32:685 CMD DBGM     - 426 pl1064   0.00.00 - UpperCnvr.pl1064                 000000 off
00:24:32:685 CMD DBGM     - 427 bm1064   0.00.00 - UpperCnvr.bm1064                 000000 off
00:24:32:685 CMD DBGM     - 428 bu10193  0.00.00 - UpperCnvr.bu10193                000000 off
00:24:32:685 CMD DBGM     - 429 bu10194  0.00.00 - UpperCnvr.bu10194                000000 off
00:24:32:685 CMD DBGM     - 430 bu10195  0.00.00 - UpperCnvr.bu10195                000000 off
00:24:32:685 CMD DBGM     - 431 pl1065   0.00.00 - UpperCnvr.pl1065                 000000 off
00:24:32:685 CMD DBGM     - 432 bm1065   0.00.00 - UpperCnvr.bm1065                 000000 off
00:24:32:685 CMD DBGM     - 433 bu10196  0.00.00 - UpperCnvr.bu10196                000000 off
00:24:32:685 CMD DBGM     - 434 bu10197  0.00.00 - UpperCnvr.bu10197                000000 off
00:24:32:685 CMD DBGM     - 435 bu10198  0.00.00 - UpperCnvr.bu10198                000000 off
00:24:32:685 CMD DBGM     - 436 pl1066   0.00.00 - UpperCnvr.pl1066                 000000 off
00:24:32:685 CMD DBGM     - 437 bm1066   0.00.00 - UpperCnvr.bm1066                 000000 off
00:24:32:685 CMD DBGM     - 438 bu10199  0.00.00 - UpperCnvr.bu10199                000000 off
00:24:32:685 CMD DBGM     - 439 bu10200  0.00.00 - UpperCnvr.bu10200                000000 off
00:24:32:685 CMD DBGM     - 440 bu10201  0.00.00 - UpperCnvr.bu10201                000000 off
00:24:32:685 CMD DBGM     - 441 pl1067   0.00.00 - UpperCnvr.pl1067                 000000 off
00:24:32:685 CMD DBGM     - 442 bm1067   0.00.00 - UpperCnvr.bm1067                 000000 off
00:24:32:685 CMD DBGM     - 443 bu10202  0.00.00 - UpperCnvr.bu10202                000000 off
00:24:32:685 CMD DBGM     - 444 bu10203  0.00.00 - UpperCnvr.bu10203                000000 off
00:24:32:685 CMD DBGM     - 445 bu10204  0.00.00 - UpperCnvr.bu10204                000000 off
00:24:32:685 CMD DBGM     - 446 pl1068   0.00.00 - UpperCnvr.pl1068                 000000 off
00:24:32:685 CMD DBGM     - 447 bm1068   0.00.00 - UpperCnvr.bm1068                 000000 off
00:24:32:685 CMD DBGM     - 448 bu10205  0.00.00 - UpperCnvr.bu10205                000000 off
00:24:32:685 CMD DBGM     - 449 bu10206  0.00.00 - UpperCnvr.bu10206                000000 off
00:24:32:685 CMD DBGM     - 450 bu10207  0.00.00 - UpperCnvr.bu10207                000000 off
00:24:32:685 CMD DBGM     - 451 pl1069   0.00.00 - UpperCnvr.pl1069                 000000 off
00:24:32:685 CMD DBGM     - 452 bm1069   0.00.00 - UpperCnvr.bm1069                 000000 off
00:24:32:685 CMD DBGM     - 453 bu10208  0.00.00 - UpperCnvr.bu10208                000000 off
00:24:32:685 CMD DBGM     - 454 bu10209  0.00.00 - UpperCnvr.bu10209                000000 off
00:24:32:685 CMD DBGM     - 455 bu10210  0.00.00 - UpperCnvr.bu10210                000000 off
00:24:32:685 CMD DBGM     - 456 pl1070   0.00.00 - UpperCnvr.pl1070                 000000 off
00:24:32:685 CMD DBGM     - 457 bm1070   0.00.00 - UpperCnvr.bm1070                 000000 off
00:24:32:685 CMD DBGM     - 458 bu10211  0.00.00 - UpperCnvr.bu10211                000000 off
00:24:32:685 CMD DBGM     - 459 bu10212  0.00.00 - UpperCnvr.bu10212                000000 off
00:24:32:685 CMD DBGM     - 460 bu10213  0.00.00 - UpperCnvr.bu10213                000000 off
00:24:32:685 CMD DBGM     - 461 pl1071   0.00.00 - UpperCnvr.pl1071                 000000 off
00:24:32:685 CMD DBGM     - 462 bm1071   0.00.00 - UpperCnvr.bm1071                 000000 off
00:24:32:685 CMD DBGM     - 463 bu10214  0.00.00 - UpperCnvr.bu10214                000000 off
00:24:32:685 CMD DBGM     - 464 bu10215  0.00.00 - UpperCnvr.bu10215                000000 off
00:24:32:685 CMD DBGM     - 465 bu10216  0.00.00 - UpperCnvr.bu10216                000000 off
00:24:32:685 CMD DBGM     - 466 pl1072   0.00.00 - UpperCnvr.pl1072                 000000 off
00:24:32:685 CMD DBGM     - 467 bm1072   0.00.00 - UpperCnvr.bm1072                 000000 off
