03:56:47:102 CMD DBGM     - Commands Sent By Default To Module DBGM
03:56:47:110 CMD DBGM     - 1168 TD_LF077 0.00.00 - PS1_THSy.TD_LF077                000000 off
03:56:47:110 CMD DBGM     - 1169 TD_LF078 0.00.00 - PS1_THSy.TD_LF078                000000 off
03:56:47:110 CMD DBGM     - 1170 TD_UB001 0.00.00 - PS1_THSy.TD_UB001                000000 off
03:56:47:110 CMD DBGM     - 1171 TD_UB002 0.00.00 - PS1_THSy.TD_UB002                000000 off
03:56:47:110 CMD DBGM     - 1172 TD_UB003 0.00.00 - PS1_THSy.TD_UB003                000000 off
03:56:47:110 CMD DBGM     - 1173 TD_UB004 0.00.00 - PS1_THSy.TD_UB004                000000 off
03:56:47:110 CMD DBGM     - 1174 TD_UB005 0.00.00 - PS1_THSy.TD_UB005                000000 off
03:56:47:110 CMD DBGM     - 1175 TD_UB006 0.00.00 - PS1_THSy.TD_UB006                000000 off
03:56:47:110 CMD DBGM     - 1176 TD_UB007 0.00.00 - PS1_THSy.TD_UB007                000000 off
03:56:47:110 CMD DBGM     - 1177 TD_UB008 0.00.00 - PS1_THSy.TD_UB008                000000 off
03:56:47:110 CMD DBGM     - 1178 TD_UB009 0.00.00 - PS1_THSy.TD_UB009                000000 off
03:56:47:110 CMD DBGM     - 1179 TD_UB010 0.00.00 - PS1_THSy.TD_UB010                000000 off
03:56:47:110 CMD DBGM     - 1180 TD_UB011 0.00.00 - PS1_THSy.TD_UB011                000000 off
03:56:47:110 CMD DBGM     - 1181 TD_UB012 0.00.00 - PS1_THSy.TD_UB012                000000 off
03:56:47:110 CMD DBGM     - 1182 TD_UB013 0.00.00 - PS1_THSy.TD_UB013                000000 off
03:56:47:110 CMD DBGM     - 1183 TD_UB014 0.00.00 - PS1_THSy.TD_UB014                000000 off
03:56:47:110 CMD DBGM     - 1184 TD_UB015 0.00.00 - PS1_THSy.TD_UB015                000000 off
03:56:47:110 CMD DBGM     - 1185 TD_UB016 0.00.00 - PS1_THSy.TD_UB016                000000 off
03:56:47:110 CMD DBGM     - 1186 TD_UB017 0.00.00 - PS1_THSy.TD_UB017                000000 off
03:56:47:110 CMD DBGM     - 1187 TD_UB018 0.00.00 - PS1_THSy.TD_UB018                000000 off
03:56:47:110 CMD DBGM     - 1188 TD_UB019 0.00.00 - PS1_THSy.TD_UB019                000000 off
03:56:47:110 CMD DBGM     - 1189 TD_UB020 0.00.00 - PS1_THSy.TD_UB020                000000 off
03:56:47:110 CMD DBGM     - 1190 TD_UB021 0.00.00 - PS1_THSy.TD_UB021                000000 off
03:56:47:110 CMD DBGM     - 1191 TD_UB022 0.00.00 - PS1_THSy.TD_UB022                000000 off
03:56:47:110 CMD DBGM     - 1192 TD_UB023 0.00.00 - PS1_THSy.TD_UB023                000000 off
03:56:47:110 CMD DBGM     - 1193 TD_UB024 0.00.00 - PS1_THSy.TD_UB024                000000 off
03:56:47:110 CMD DBGM     - 1194 TD_UB025 0.00.00 - PS1_THSy.TD_UB025                000000 off
03:56:47:110 CMD DBGM     - 1195 TD_UB026 0.00.00 - PS1_THSy.TD_UB026                000000 off
03:56:47:110 CMD DBGM     - 1196 TD_UB027 0.00.00 - PS1_THSy.TD_UB027                000000 off
03:56:47:110 CMD DBGM     - 1197 TD_UB028 0.00.00 - PS1_THSy.TD_UB028                000000 off
03:56:47:110 CMD DBGM     - 1198 TD_UB029 0.00.00 - PS1_THSy.TD_UB029                000000 off
03:56:47:110 CMD DBGM     - 1199 TD_UB030 0.00.00 - PS1_THSy.TD_UB030                000000 off
03:56:47:110 CMD DBGM     - 1200 TD_UB031 0.00.00 - PS1_THSy.TD_UB031                000000 off
03:56:47:110 CMD DBGM     - 1201 TD_UB032 0.00.00 - PS1_THSy.TD_UB032                000000 off
03:56:47:110 CMD DBGM     - 1202 TD_UB033 0.00.00 - PS1_THSy.TD_UB033                000000 off
03:56:47:110 CMD DBGM     - 1203 TD_UB034 0.00.00 - PS1_THSy.TD_UB034                000000 off
03:56:47:110 CMD DBGM     - 1204 TD_UB035 0.00.00 - PS1_THSy.TD_UB035                000000 off
03:56:47:110 CMD DBGM     - 1205 TD_UB036 0.00.00 - PS1_THSy.TD_UB036                000000 off
03:56:47:110 CMD DBGM     - 1206 TD_UB037 0.00.00 - PS1_THSy.TD_UB037                000000 off
03:56:47:110 CMD DBGM     - 1207 TD_UB038 0.00.00 - PS1_THSy.TD_UB038                000000 off
03:56:47:110 CMD DBGM     - 1208 TD_UB039 0.00.00 - PS1_THSy.TD_UB039                000000 off
03:56:47:110 CMD DBGM     - 1209 TD_UB040 0.00.00 - PS1_THSy.TD_UB040                000000 off
03:56:47:110 CMD DBGM     - 1210 TD_UB041 0.00.00 - PS1_THSy.TD_UB041                000000 off
03:56:47:110 CMD DBGM     - 1211 TD_UB042 0.00.00 - PS1_THSy.TD_UB042                000000 off
03:56:47:110 CMD DBGM     - 1212 TD_UB043 0.00.00 - PS1_THSy.TD_UB043                000000 off
03:56:47:110 CMD DBGM     - 1213 TD_UB044 0.00.00 - PS1_THSy.TD_UB044                000000 off
03:56:47:110 CMD DBGM     - 1214 TD_UB045 0.00.00 - PS1_THSy.TD_UB045                000000 off
03:56:47:110 CMD DBGM     - 1215 TD_UB046 0.00.00 - PS1_THSy.TD_UB046                000000 off
03:56:47:110 CMD DBGM     - 1216 TD_UB047 0.00.00 - PS1_THSy.TD_UB047                000000 off
03:56:47:110 CMD DBGM     - 1217 TD_UB048 0.00.00 - PS1_THSy.TD_UB048                000000 off
03:56:47:110 CMD DBGM     - 1218 TD_UB049 0.00.00 - PS1_THSy.TD_UB049                000000 off
03:56:47:110 CMD DBGM     - 1219 TD_UB050 0.00.00 - PS1_THSy.TD_UB050                000000 off
03:56:47:110 CMD DBGM     - 1220 TD_UB051 0.00.00 - PS1_THSy.TD_UB051                000000 off
03:56:47:110 CMD DBGM     - 1221 TD_UB052 0.00.00 - PS1_THSy.TD_UB052                000000 off
03:56:47:110 CMD DBGM     - 1222 TD_UB053 0.00.00 - PS1_THSy.TD_UB053                000000 off
03:56:47:110 CMD DBGM     - 1223 TD_UB054 0.00.00 - PS1_THSy.TD_UB054                000000 off
03:56:47:110 CMD DBGM     - 1224 TD_UB055 0.00.00 - PS1_THSy.TD_UB055                000000 off
03:56:47:110 CMD DBGM     - 1225 TD_UB056 0.00.00 - PS1_THSy.TD_UB056                000000 off
03:56:47:110 CMD DBGM     - 1226 TD_UB057 0.00.00 - PS1_THSy.TD_UB057                000000 off
03:56:47:110 CMD DBGM     - 1227 TD_UB058 0.00.00 - PS1_THSy.TD_UB058                000000 off
03:56:47:110 CMD DBGM     - 1228 TD_UB059 0.00.00 - PS1_THSy.TD_UB059                000000 off
03:56:47:110 CMD DBGM     - 1229 TD_UB060 0.00.00 - PS1_THSy.TD_UB060                000000 off
03:56:47:110 CMD DBGM     - 1230 TD_UB061 0.00.00 - PS1_THSy.TD_UB061                000000 off
03:56:47:110 CMD DBGM     - 1231 TD_UB062 0.00.00 - PS1_THSy.TD_UB062                000000 off
03:56:47:110 CMD DBGM     - 1232 TD_UB063 0.00.00 - PS1_THSy.TD_UB063                000000 off
03:56:47:110 CMD DBGM     - 1233 TD_UB064 0.00.00 - PS1_THSy.TD_UB064                000000 off
03:56:47:110 CMD DBGM     - 1234 TD_UB065 0.00.00 - PS1_THSy.TD_UB065                000000 off
03:56:47:110 CMD DBGM     - 1235 TD_UB066 0.00.00 - PS1_THSy.TD_UB066                000000 off
03:56:47:110 CMD DBGM     - 1236 TD_UB067 0.00.00 - PS1_THSy.TD_UB067                000000 off
03:56:47:110 CMD DBGM     - 1237 TD_UB068 0.00.00 - PS1_THSy.TD_UB068                000000 off
03:56:47:110 CMD DBGM     - 1238 TD_UB069 0.00.00 - PS1_THSy.TD_UB069                000000 off
03:56:47:110 CMD DBGM     - 1239 TD_UB070 0.00.00 - PS1_THSy.TD_UB070                000000 off
03:56:47:110 CMD DBGM     - 1240 TD_UB071 0.00.00 - PS1_THSy.TD_UB071                000000 off
03:56:47:110 CMD DBGM     - 1241 TD_UB072 0.00.00 - PS1_THSy.TD_UB072                000000 off
03:56:47:110 CMD DBGM     - 1242 TD_UB073 0.00.00 - PS1_THSy.TD_UB073                000000 off
03:56:47:110 CMD DBGM     - 1243 TD_UB074 0.00.00 - PS1_THSy.TD_UB074                000000 off
03:56:47:110 CMD DBGM     - 1244 TD_UB075 0.00.00 - PS1_THSy.TD_UB075                000000 off
03:56:47:110 CMD DBGM     - 1245 TD_UB076 0.00.00 - PS1_THSy.TD_UB076                000000 off
03:56:47:110 CMD DBGM     - 1246 TD_UB077 0.00.00 - PS1_THSy.TD_UB077                000000 off
03:56:47:110 CMD DBGM     - 1247 TD_UB078 0.00.00 - PS1_THSy.TD_UB078                000000 off
03:56:47:110 CMD DBGM     - 1248 TD_LB001 0.00.00 - PS1_THSy.TD_LB001                000000 off
03:56:47:110 CMD DBGM     - 1249 TD_LB002 0.00.00 - PS1_THSy.TD_LB002                000000 off
03:56:47:110 CMD DBGM     - 1250 TD_LB003 0.00.00 - PS1_THSy.TD_LB003                000000 off
03:56:47:110 CMD DBGM     - 1251 TD_LB004 0.00.00 - PS1_THSy.TD_LB004                000000 off
03:56:47:110 CMD DBGM     - 1252 TD_LB005 0.00.00 - PS1_THSy.TD_LB005                000000 off
03:56:47:110 CMD DBGM     - 1253 TD_LB006 0.00.00 - PS1_THSy.TD_LB006                000000 off
03:56:47:110 CMD DBGM     - 1254 TD_LB007 0.00.00 - PS1_THSy.TD_LB007                000000 off
03:56:47:110 CMD DBGM     - 1255 TD_LB008 0.00.00 - PS1_THSy.TD_LB008                000000 off
03:56:47:110 CMD DBGM     - 1256 TD_LB009 0.00.00 - PS1_THSy.TD_LB009                000000 off
03:56:47:110 CMD DBGM     - 1257 TD_LB010 0.00.00 - PS1_THSy.TD_LB010                000000 off
03:56:47:110 CMD DBGM     - 1258 TD_LB011 0.00.00 - PS1_THSy.TD_LB011                000000 off
03:56:47:110 CMD DBGM     - 1259 TD_LB012 0.00.00 - PS1_THSy.TD_LB012                000000 off
03:56:47:110 CMD DBGM     - 1260 TD_LB013 0.00.00 - PS1_THSy.TD_LB013                000000 off
03:56:47:110 CMD DBGM     - 1261 TD_LB014 0.00.00 - PS1_THSy.TD_LB014                000000 off
03:56:47:110 CMD DBGM     - 1262 TD_LB015 0.00.00 - PS1_THSy.TD_LB015                000000 off
03:56:47:110 CMD DBGM     - 1263 TD_LB016 0.00.00 - PS1_THSy.TD_LB016                000000 off
03:56:47:110 CMD DBGM     - 1264 TD_LB017 0.00.00 - PS1_THSy.TD_LB017                000000 off
03:56:47:110 CMD DBGM     - 1265 TD_LB018 0.00.00 - PS1_THSy.TD_LB018                000000 off
03:56:47:110 CMD DBGM     - 1266 TD_LB019 0.00.00 - PS1_THSy.TD_LB019                000000 off
03:56:47:110 CMD DBGM     - 1267 TD_LB020 0.00.00 - PS1_THSy.TD_LB020                000000 off
03:56:47:110 CMD DBGM     - 1268 TD_LB021 0.00.00 - PS1_THSy.TD_LB021                000000 off
03:56:47:110 CMD DBGM     - 1269 TD_LB022 0.00.00 - PS1_THSy.TD_LB022                000000 off
03:56:47:110 CMD DBGM     - 1270 TD_LB023 0.00.00 - PS1_THSy.TD_LB023                000000 off
03:56:47:110 CMD DBGM     - 1271 TD_LB024 0.00.00 - PS1_THSy.TD_LB024                000000 off
03:56:47:110 CMD DBGM     - 1272 TD_LB025 0.00.00 - PS1_THSy.TD_LB025                000000 off
03:56:47:111 CMD DBGM     - 1273 TD_LB026 0.00.00 - PS1_THSy.TD_LB026                000000 off
03:56:47:111 CMD DBGM     - 1274 TD_LB027 0.00.00 - PS1_THSy.TD_LB027                000000 off
03:56:47:111 CMD DBGM     - 1275 TD_LB028 0.00.00 - PS1_THSy.TD_LB028                000000 off
03:56:47:111 CMD DBGM     - 1276 TD_LB029 0.00.00 - PS1_THSy.TD_LB029                000000 off
03:56:47:111 CMD DBGM     - 1277 TD_LB030 0.00.00 - PS1_THSy.TD_LB030                000000 off
03:56:47:111 CMD DBGM     - 1278 TD_LB031 0.00.00 - PS1_THSy.TD_LB031                000000 off
03:56:47:111 CMD DBGM     - 1279 TD_LB032 0.00.00 - PS1_THSy.TD_LB032                000000 off
03:56:47:111 CMD DBGM     - 1280 TD_LB033 0.00.00 - PS1_THSy.TD_LB033                000000 off
03:56:47:111 CMD DBGM     - 1281 TD_LB034 0.00.00 - PS1_THSy.TD_LB034                000000 off
03:56:47:111 CMD DBGM     - 1282 TD_LB035 0.00.00 - PS1_THSy.TD_LB035                000000 off
03:56:47:111 CMD DBGM     - 1283 TD_LB036 0.00.00 - PS1_THSy.TD_LB036                000000 off
03:56:47:111 CMD DBGM     - 1284 TD_LB037 0.00.00 - PS1_THSy.TD_LB037                000000 off
03:56:47:111 CMD DBGM     - 1285 TD_LB038 0.00.00 - PS1_THSy.TD_LB038                000000 off
03:56:47:111 CMD DBGM     - 1286 TD_LB039 0.00.00 - PS1_THSy.TD_LB039                000000 off
03:56:47:111 CMD DBGM     - 1287 TD_LB040 0.00.00 - PS1_THSy.TD_LB040                000000 off
03:56:47:111 CMD DBGM     - 1288 TD_LB041 0.00.00 - PS1_THSy.TD_LB041                000000 off
03:56:47:111 CMD DBGM     - 1289 TD_LB042 0.00.00 - PS1_THSy.TD_LB042                000000 off
03:56:47:111 CMD DBGM     - 1290 TD_LB043 0.00.00 - PS1_THSy.TD_LB043                000000 off
03:56:47:111 CMD DBGM     - 1291 TD_LB044 0.00.00 - PS1_THSy.TD_LB044                000000 off
03:56:47:111 CMD DBGM     - 1292 TD_LB045 0.00.00 - PS1_THSy.TD_LB045                000000 off
03:56:47:111 CMD DBGM     - 1293 TD_LB046 0.00.00 - PS1_THSy.TD_LB046                000000 off
03:56:47:111 CMD DBGM     - 1294 TD_LB047 0.00.00 - PS1_THSy.TD_LB047                000000 off
03:56:47:111 CMD DBGM     - 1295 TD_LB048 0.00.00 - PS1_THSy.TD_LB048                000000 off
03:56:47:111 CMD DBGM     - 1296 TD_LB049 0.00.00 - PS1_THSy.TD_LB049                000000 off
03:56:47:111 CMD DBGM     - 1297 TD_LB050 0.00.00 - PS1_THSy.TD_LB050                000000 off
03:56:47:111 CMD DBGM     - 1298 TD_LB051 0.00.00 - PS1_THSy.TD_LB051                000000 off
03:56:47:111 CMD DBGM     - 1299 TD_LB052 0.00.00 - PS1_THSy.TD_LB052                000000 off
03:56:47:111 CMD DBGM     - 1300 TD_LB053 0.00.00 - PS1_THSy.TD_LB053                000000 off
03:56:47:111 CMD DBGM     - 1301 TD_LB054 0.00.00 - PS1_THSy.TD_LB054                000000 off
03:56:47:111 CMD DBGM     - 1302 TD_LB055 0.00.00 - PS1_THSy.TD_LB055                000000 off
03:56:47:111 CMD DBGM     - 1303 TD_LB056 0.00.00 - PS1_THSy.TD_LB056                000000 off
03:56:47:111 CMD DBGM     - 1304 TD_LB057 0.00.00 - PS1_THSy.TD_LB057                000000 off
03:56:47:111 CMD DBGM     - 1305 TD_LB058 0.00.00 - PS1_THSy.TD_LB058                000000 off
03:56:47:111 CMD DBGM     - 1306 TD_LB059 0.00.00 - PS1_THSy.TD_LB059                000000 off
03:56:47:111 CMD DBGM     - 1307 TD_LB060 0.00.00 - PS1_THSy.TD_LB060                000000 off
03:56:47:111 CMD DBGM     - 1308 TD_LB061 0.00.00 - PS1_THSy.TD_LB061                000000 off
03:56:47:111 CMD DBGM     - 1309 TD_LB062 0.00.00 - PS1_THSy.TD_LB062                000000 off
03:56:47:111 CMD DBGM     - 1310 TD_LB063 0.00.00 - PS1_THSy.TD_LB063                000000 off
03:56:47:111 CMD DBGM     - 1311 TD_LB064 0.00.00 - PS1_THSy.TD_LB064                000000 off
03:56:47:111 CMD DBGM     - 1312 TD_LB065 0.00.00 - PS1_THSy.TD_LB065                000000 off
03:56:47:111 CMD DBGM     - 1313 TD_LB066 0.00.00 - PS1_THSy.TD_LB066                000000 off
03:56:47:111 CMD DBGM     - 1314 TD_LB067 0.00.00 - PS1_THSy.TD_LB067                000000 off
03:56:47:111 CMD DBGM     - 1315 TD_LB068 0.00.00 - PS1_THSy.TD_LB068                000000 off
03:56:47:111 CMD DBGM     - 1316 TD_LB069 0.00.00 - PS1_THSy.TD_LB069                000000 off
03:56:47:111 CMD DBGM     - 1317 TD_LB070 0.00.00 - PS1_THSy.TD_LB070                000000 off
03:56:47:111 CMD DBGM     - 1318 TD_LB071 0.00.00 - PS1_THSy.TD_LB071                000000 off
03:56:47:111 CMD DBGM     - 1319 TD_LB072 0.00.00 - PS1_THSy.TD_LB072                000000 off
03:56:47:111 CMD DBGM     - 1320 TD_LB073 0.00.00 - PS1_THSy.TD_LB073                000000 off
03:56:47:111 CMD DBGM     - 1321 TD_LB074 0.00.00 - PS1_THSy.TD_LB074                000000 off
03:56:47:111 CMD DBGM     - 1322 TD_LB075 0.00.00 - PS1_THSy.TD_LB075                000000 off
03:56:47:111 CMD DBGM     - 1323 TD_LB076 0.00.00 - PS1_THSy.TD_LB076                000000 off
03:56:47:111 CMD DBGM     - 1324 TD_LB077 0.00.00 - PS1_THSy.TD_LB077                000000 off
03:56:47:111 CMD DBGM     - 1325 TD_LB078 0.00.00 - PS1_THSy.TD_LB078                000000 off
03:56:47:111 CMD DBGM     - 1326 PATD____   1.0.0 - MDC-PATD-Module                  000000 off
03:56:47:111 CMD DBGM     - 1327 FTC_UpRi 0.00.00 - PS1_THSy.FTC_UpRi                000000 off
03:56:47:111 CMD DBGM     - 1328 FTC_UpLe 0.00.00 - PS1_THSy.FTC_UpLe                000000 off
03:56:47:111 CMD DBGM     - 1329 FTC_LoRi 0.00.00 - PS1_THSy.FTC_LoRi                000000 off
03:56:47:111 CMD DBGM     - 1330 FTC_LoLe 0.00.00 - PS1_THSy.FTC_LoLe                000000 off
03:56:47:111 CMD DBGM     - 1331 FTC_____   1.0.0 - MDC-FTC-Module                   000000 off
03:56:47:111 CMD DBGM     - 1332 TTC_UpRi 0.00.00 - PS1_THSy.TTC_UpRi                000000 off
03:56:47:111 CMD DBGM     - 1333 TTC_UpLe 0.00.00 - PS1_THSy.TTC_UpLe                000000 off
03:56:47:111 CMD DBGM     - 1334 TTC_LoRi 0.00.00 - PS1_THSy.TTC_LoRi                000000 off
03:56:47:111 CMD DBGM     - 1335 TTC_LoLe 0.00.00 - PS1_THSy.TTC_LoLe                000000 off
03:56:47:111 CMD DBGM     - 1336 TTC_____   1.0.0 - MDC-TTC-Module                   000000 off
03:56:47:111 CMD DBGM     - 1337 PATDStat 0.00.00 - PS1_THSy.PATDStat                000000 off
03:56:47:111 CMD DBGM     - 1338 TrFlwStr 0.00.00 - PS1_THSy.TrFlwStr                000001 off
03:56:47:111 CMD DBGM     - 1339 TD_KA6B1 0.00.00 - PS1_THSy.TrFlwStr.TD_KA6B1       000000 off
03:56:47:111 CMD DBGM     - 1340 TheContr 0.00.00 - PS1_THSy.TheControlPanel         000000 off
03:56:47:111 CMD DBGM     - 1341 TheStart 0.00.00 - TheStartLightButton              000000 off
03:56:47:111 CMD DBGM     - 1342 TheStopL 0.00.00 - TheStopLightButton               000000 off
03:56:47:111 CMD DBGM     - 1343 FltRstPl 0.00.00 - PS1_THSy.FltRstPl                000000 off
03:56:47:111 CMD DBGM     - 1344 T2K_RB01 0.00.00 - Top2000.T2K_FRP_.T2K_RB01        000000 off
03:56:47:111 CMD DBGM     - 1345 T2K_RB02 0.00.00 - Top2000.T2K_FRP_.T2K_RB02        000000 off
03:56:47:111 CMD DBGM     - 1346 T2K_RB03 0.00.00 - Top2000.T2K_FRP_.T2K_RB03        000000 off
03:56:47:111 CMD DBGM     - 1347 T2K_RB04 0.00.00 - Top2000.T2K_FRP_.T2K_RB04        000000 off
03:56:47:111 CMD DBGM     - 1348 T2K_RB05 0.00.00 - Top2000.T2K_FRP_.T2K_RB05        000000 off
03:56:47:111 CMD DBGM     - 1349 T2K_RB06 0.00.00 - Top2000.T2K_FRP_.T2K_RB06        000000 off
03:56:47:112 CMD DBGM     - 1350 T2K_RB07 0.00.00 - Top2000.T2K_FRP_.T2K_RB07        000000 off
03:56:47:112 CMD DBGM     - 1351 T2K_RB08 0.00.00 - Top2000.T2K_FRP_.T2K_RB08        000000 off
03:56:47:112 CMD DBGM     - 1352 T2K_RB09 0.00.00 - Top2000.T2K_FRP_.T2K_RB09        000000 off
03:56:47:112 CMD DBGM     - 1353 T2K_RB10 0.00.00 - Top2000.T2K_FRP_.T2K_RB10        000000 off
03:56:47:112 CMD DBGM     - 1354 T2K_RB11 0.00.00 - Top2000.T2K_FRP_.T2K_RB11        000000 off
03:56:47:112 CMD DBGM     - 1355 T2K_RB12 0.00.00 - Top2000.T2K_FRP_.T2K_RB12        000000 off
03:56:47:112 CMD DBGM     - 1356 T2K_RB13 0.00.00 - Top2000.T2K_FRP_.T2K_RB13        000000 off
03:56:47:112 CMD DBGM     - 1357 T2K_LB01 0.00.00 - Top2000.T2K_FRP_.T2K_LB01        000000 off
03:56:47:112 CMD DBGM     - 1358 T2K_LB02 0.00.00 - Top2000.T2K_FRP_.T2K_LB02        000000 off
03:56:47:112 CMD DBGM     - 1359 T2K_LB03 0.00.00 - Top2000.T2K_FRP_.T2K_LB03        000000 off
03:56:47:112 CMD DBGM     - 1360 T2K_LB04 0.00.00 - Top2000.T2K_FRP_.T2K_LB04        000000 off
03:56:47:112 CMD DBGM     - 1361 T2K_LB05 0.00.00 - Top2000.T2K_FRP_.T2K_LB05        000000 off
03:56:47:112 CMD DBGM     - 1362 T2K_LB06 0.00.00 - Top2000.T2K_FRP_.T2K_LB06        000000 off
03:56:47:112 CMD DBGM     - 1363 T2K_LB07 0.00.00 - Top2000.T2K_FRP_.T2K_LB07        000000 off
03:56:47:112 CMD DBGM     - 1364 T2K_LB08 0.00.00 - Top2000.T2K_FRP_.T2K_LB08        000000 off
03:56:47:112 CMD DBGM     - 1365 T2K_LB09 0.00.00 - Top2000.T2K_FRP_.T2K_LB09        000000 off
03:56:47:112 CMD DBGM     - 1366 T2K_LB10 0.00.00 - Top2000.T2K_FRP_.T2K_LB10        000000 off
03:56:47:112 CMD DBGM     - 1367 T2K_LB11 0.00.00 - Top2000.T2K_FRP_.T2K_LB11        000000 off
03:56:47:112 CMD DBGM     - 1368 T2K_LB12 0.00.00 - Top2000.T2K_FRP_.T2K_LB12        000000 off
03:56:47:112 CMD DBGM     - 1369 T2K_LB13 0.00.00 - Top2000.T2K_FRP_.T2K_LB13        000000 off
03:56:47:112 CMD DBGM     - 1370 TNElcCbt 0.00.00 - PS1_THSy.TNElcCbt                000000 off
03:56:47:112 CMD DBGM     - 1371 ESOR1_7R 0.00.00 - PS1_THSy.TNElcCbt.ESOR1_7RF021   000000 off
03:56:47:112 CMD DBGM     - 1372 ESOR8_13 0.00.00 - TNElcCbt.ESOR8_13RF023           000000 off
03:56:47:112 CMD DBGM     - 1373 ESOR14_2 0.00.00 - TNElcCbt.ESOR14_20RF025          000000 off
03:56:47:112 CMD DBGM     - 1374 ESOR1_7L 0.00.00 - PS1_THSy.TNElcCbt.ESOR1_7LF031   000000 off
03:56:47:112 CMD DBGM     - 1375 ESOR8_~0 0.00.00 - TNElcCbt.ESOR8_13LF033           000000 off
03:56:47:112 CMD DBGM     - 1376 ESOR14~0 0.00.00 - TNElcCbt.ESOR14_20LF035          000000 off
03:56:47:112 CMD DBGM     - 1377 ETEN_AE3 0.00.00 - TNElcCbt.ETEN_AE3_F041           000000 off
03:56:47:112 CMD DBGM     - 1378 ATHS_400 0.00.00 - ATHS_400V_FTC_back               000000 off
03:56:47:112 CMD DBGM     - 1379 ETEN_AE1 0.00.00 - TNElcCbt.ETEN_AE1_F043           000000 off
03:56:47:112 CMD DBGM     - 1380 ATHS_4~0 0.00.00 - ATHS_400V_FTC_front              000000 off
03:56:47:112 CMD DBGM     - 1381 EDA_FA_G 0.00.00 - TNElcCbt.EDA_FA_GB_F045          000000 off
03:56:47:112 CMD DBGM     - 1382 ATHS_4~1 0.00.00 - ATHS_400V_LeftETAC_LvlDiv        000000 off
03:56:47:112 CMD DBGM     - 1383 ETEN_AE2 0.00.00 - TNElcCbt.ETEN_AE2_F051           000000 off
03:56:47:112 CMD DBGM     - 1384 ATHS_4~2 0.00.00 - ElectricalZones.ATHS_400V_FTM    000000 off
03:56:47:112 CMD DBGM     - 1385 ETEN_A~0 0.00.00 - TNElcCbt.ETEN_AE2_F061           000000 off
03:56:47:112 CMD DBGM     - 1386 ATHS_230 0.00.00 - ElectricalZones.ATHS_230V_FTM    000000 off
03:56:47:112 CMD DBGM     - 1387 EDA3_Q01 0.00.00 - PS1_THSy.TNElcCbt.EDA3_Q011      000000 off
03:56:47:112 CMD DBGM     - 1388 ATHS_ETA 0.00.00 - ATHS_ETAC_Lower_MotorDA3         000000 off
03:56:47:112 CMD DBGM     - 1389 EFA3_Q01 0.00.00 - PS1_THSy.TNElcCbt.EFA3_Q011      000000 off
03:56:47:112 CMD DBGM     - 1390 ATHS_E~0 0.00.00 - ATHS_ETAC_Upper_MotorFA3         000000 off
03:56:47:112 CMD DBGM     - 1391 EKGN_F09 0.00.00 - PS1_THSy.TNElcCbt.EKGN_F091      000000 off
03:56:47:112 CMD DBGM     - 1392 ATHS_24V 0.00.00 - ElectricalZones.ATHS_24V_Ibs     000000 off
03:56:47:112 CMD DBGM     - 1393 THS_AE1  0.00.00 - Space.ElectricalZones.THS_AE1    000000 off
03:56:47:112 CMD DBGM     - 1394 MRElcCbt 0.00.00 - PS1_THSy.MRElcCbt                000000 off
03:56:47:112 CMD DBGM     - 1395 ECA3M1   0.00.00 - PS1_THSy.MRElcCbt.ECA3M1         000000 off
03:56:47:112 CMD DBGM     - 1396 ATHS_4~3 0.00.00 - ATHS_400V_FrontETACLower         000000 off
03:56:47:112 CMD DBGM     - 1397 ECA_FA_Y 0.00.00 - PS1_THSy.MRElcCbt.ECA_FA_Y1_Y4   000000 off
03:56:47:112 CMD DBGM     - 1398 ATHS_2~0 0.00.00 - ATHS_230V_StpDev                 000000 off
03:56:47:112 CMD DBGM     - 1399 EEA3M1   0.00.00 - PS1_THSy.MRElcCbt.EEA3M1         000000 off
03:56:47:112 CMD DBGM     - 1400 ATHS_4~4 0.00.00 - ATHS_400V_FrontETACUpper         000000 off
03:56:47:112 CMD DBGM     - 1401 THS_AE2  0.00.00 - Space.ElectricalZones.THS_AE2    000000 off
03:56:47:112 CMD DBGM     - 1402 TCFtRtPl 0.00.00 - PS1_THSy.TCFtRtPl                000000 off
03:56:47:112 CMD DBGM     - 1403 RightBut 0.00.00 - TCFtRtPl.RightButton01           000000 off
03:56:47:112 CMD DBGM     - 1404 LeftButt 0.00.00 - PS1_THSy.TCFtRtPl.LeftButton01   000000 off
03:56:47:112 CMD DBGM     - 1405 EventInt 0.00.00 - PATDStat.EventInterface          000000 off
03:56:47:114 INF AE_LF014 - SAT almostTransmittedOnTrayTaken
03:56:47:115 CMD DBGM     - ---- End of List --------------------------------------------
